Product_ID,Sale_Date,Sales_Rep,City,Sales_Amount,Product_Category,Customer_Type,Discount,Payment_Method,Sales_Channel
1230,2025-09-12,Greg,Glasgow,7044.3,Food,New,15,Card,In-person
1106,2025-07-23,Rosie,Belfast,9191.3,Furniture,Returning,21,Cash,Online
1485,2023-01-13,Rosie,London,4992.2,Clothing,New,5,Cash,In-person
1400,2023-11-04,Ben,Belfast,3075.7,Clothing,New,1,Card,In-person
1026,2023-10-24,David,Belfast,9208.9,Furniture,New,18,Card,In-person
1495,2024-11-17,Jack,Belfast,7707.7,Clothing,Returning,8,Card,In-person
1212,2024-04-01,Ben,Manchester,6237.2,Furniture,Returning,23,Card,Online
1420,2024-09-05,Mark,Glasgow,2023.1,Furniture,New,16,Cash,Online
1160,2025-02-08,Lillie,Manchester,5888.3,Clothing,New,6,Card,In-person
1573,2025-08-02,Jack,Glasgow,4927.3,Food,New,16,Card,In-person
1795,2025-10-03,Ben,Manchester,9941.8,Electronics,Returning,24,Card,Online
1847,2023-02-14,Lillie,Glasgow,5157.3,Furniture,Returning,21,Cash,Online
1444,2023-12-28,Mark,Liverpool,2884.3,Electronics,New,24,Cash,In-person
1195,2025-05-30,Rosie,London,4694.5,Furniture,Returning,4,Cash,Online
1738,2024-03-11,Ben,London,8022.7,Clothing,Returning,12,Cash,In-person
1724,2024-08-24,Amy,Swansea,6041.8,Electronics,New,9,Cash,In-person
1983,2024-09-20,Ben,Liverpool,8540.0,Food,Returning,22,Cash,Online
1504,2025-08-03,Greg,Manchester,3125.0,Food,Returning,4,Card,In-person
1995,2025-11-10,Rosie,Manchester,6344.1,Furniture,Returning,18,Card,In-person
1243,2023-05-18,Amy,Glasgow,9245.0,Clothing,New,9,Card,In-person
1220,2024-04-24,Kate,Liverpool,2131.8,Clothing,New,12,Cash,Online
1747,2025-11-11,Jack,Swansea,9430.2,Furniture,Returning,11,Card,In-person
1960,2025-05-03,Mark,Swansea,4130.1,Clothing,Returning,19,Card,Online
1988,2025-07-24,Greg,Glasgow,3224.8,Clothing,New,21,Cash,In-person
1718,2024-10-10,Greg,Belfast,5337.0,Furniture,Returning,17,Card,Online
1704,2023-07-22,Mark,London,5322.4,Furniture,Returning,19,Cash,Online
1670,2023-04-03,David,Swansea,3248.5,Clothing,Returning,17,Card,In-person
1583,2023-10-21,Amy,Cardiff,191.0,Furniture,New,18,Cash,In-person
1919,2025-07-16,Amy,Liverpool,7014.5,Clothing,New,9,Card,In-person
1128,2023-11-20,Amy,Cardiff,2905.4,Electronics,New,7,Cash,Online
1420,2023-04-17,David,Liverpool,1742.3,Electronics,Returning,8,Card,In-person
1754,2024-12-31,David,Glasgow,2898.3,Food,New,2,Cash,In-person
1067,2023-09-14,Ben,Belfast,5055.6,Electronics,New,21,Cash,In-person
1389,2024-02-06,Amy,Edinburgh,3639.4,Furniture,Returning,14,Card,In-person
1653,2025-05-06,Rosie,London,9751.4,Electronics,New,2,Cash,In-person
1859,2024-02-06,Kate,Cardiff,4524.0,Food,New,12,Cash,Online
1474,2024-03-27,David,Cardiff,976.4,Electronics,Returning,1,Card,Online
1000,2025-06-07,Kate,Edinburgh,1519.8,Food,Returning,25,Cash,In-person
1197,2023-10-26,Ben,Swansea,1067.9,Electronics,Returning,11,Card,Online
1282,2023-05-11,Rosie,Glasgow,4498.6,Electronics,Returning,2,Card,In-person
1039,2025-11-10,Rosie,London,7054.4,Clothing,New,7,Card,In-person
1555,2024-08-02,Greg,Cardiff,5718.2,Clothing,Returning,11,Cash,In-person
1020,2025-07-16,Greg,Edinburgh,2094.6,Furniture,Returning,2,Card,Online
1218,2023-07-20,Ben,Cardiff,7476.6,Electronics,New,2,Card,In-person
1545,2024-03-14,Jack,Cardiff,7960.3,Electronics,New,10,Card,Online
1438,2023-06-02,David,London,8498.8,Clothing,New,6,Card,Online
1813,2023-02-21,David,Swansea,4414.0,Furniture,Returning,18,Card,Online
1919,2023-06-13,Jack,Glasgow,4336.6,Electronics,Returning,19,Cash,In-person
1366,2023-10-13,Greg,Belfast,9283.4,Furniture,Returning,1,Card,Online
1054,2025-06-09,Greg,Swansea,8839.4,Electronics,New,3,Card,In-person
1869,2024-11-11,Lillie,Cardiff,6424.8,Clothing,Returning,4,Card,Online
1708,2025-05-09,Lillie,Glasgow,2094.0,Food,Returning,11,Card,In-person
1470,2023-01-06,Amy,Belfast,8357.5,Clothing,Returning,19,Cash,Online
1674,2023-10-04,Jack,Belfast,4952.9,Furniture,New,9,Cash,Online
1861,2025-06-16,Kate,Manchester,3479.4,Food,Returning,24,Card,Online
1220,2023-10-09,Amy,Cardiff,458.7,Electronics,Returning,15,Cash,In-person
1935,2025-01-13,Mark,Cardiff,8816.3,Electronics,New,12,Card,Online
1956,2024-03-09,Lillie,Edinburgh,9710.7,Clothing,New,15,Cash,In-person
1051,2023-06-21,Mark,Edinburgh,3252.1,Clothing,New,24,Cash,In-person
1255,2023-07-17,Jack,Liverpool,5458.0,Electronics,New,18,Cash,Online
1207,2025-04-01,Kate,London,4029.3,Clothing,New,19,Cash,In-person
1369,2023-06-28,David,Swansea,4558.9,Clothing,Returning,23,Card,Online
1414,2025-03-10,Jack,Cardiff,4725.9,Furniture,Returning,7,Cash,Online
1596,2024-07-23,Greg,Manchester,8528.0,Clothing,Returning,21,Card,In-person
1904,2025-02-11,Amy,Edinburgh,1499.1,Electronics,Returning,22,Card,Online
1866,2023-04-30,Rosie,Manchester,8463.2,Food,Returning,12,Card,Online
1840,2025-03-21,Amy,Liverpool,9664.6,Clothing,Returning,0,Cash,Online
1557,2023-11-16,Jack,Glasgow,8140.7,Electronics,Returning,12,Card,In-person
1298,2024-08-31,Amy,Swansea,5014.3,Clothing,New,4,Card,Online
1239,2023-07-04,Jack,Manchester,2063.7,Electronics,New,11,Cash,In-person
1824,2025-08-16,Amy,Glasgow,7683.6,Electronics,Returning,17,Card,Online
1900,2025-09-04,Kate,London,3976.6,Electronics,Returning,16,Cash,In-person
1251,2024-04-15,David,London,8869.5,Clothing,Returning,3,Card,In-person
1906,2023-05-05,Amy,Glasgow,7847.2,Clothing,New,20,Cash,Online
1794,2023-07-03,Ben,Edinburgh,6902.3,Clothing,Returning,25,Cash,In-person
1352,2024-10-20,Lillie,Manchester,8880.5,Electronics,New,13,Cash,In-person
1447,2024-01-14,Rosie,London,5499.6,Furniture,New,7,Card,In-person
1513,2025-11-30,Kate,Liverpool,5878.3,Clothing,Returning,1,Cash,In-person
1991,2024-04-20,Amy,Cardiff,1104.6,Furniture,Returning,7,Cash,In-person
1418,2023-04-17,Jack,Glasgow,9250.7,Electronics,Returning,24,Cash,In-person
1886,2025-01-03,Kate,Swansea,5306.8,Food,Returning,5,Card,Online
1461,2023-05-20,Kate,Manchester,286.2,Furniture,New,17,Card,In-person
1888,2023-01-28,Jack,London,335.1,Electronics,Returning,6,Cash,In-person
1145,2024-07-24,Rosie,Manchester,4679.9,Electronics,New,19,Card,Online
1083,2023-10-04,Rosie,Liverpool,2765.5,Clothing,Returning,9,Cash,In-person
1346,2025-08-15,Greg,Cardiff,5499.5,Furniture,Returning,2,Cash,In-person
1389,2024-01-29,Jack,Edinburgh,9557.7,Clothing,New,20,Cash,In-person
1121,2023-03-29,David,Glasgow,1750.8,Food,New,3,Cash,Online
1311,2023-01-13,Jack,Edinburgh,1390.5,Clothing,New,12,Card,In-person
1194,2023-03-01,Jack,Glasgow,6316.6,Food,Returning,15,Cash,In-person
1082,2024-12-10,Kate,Glasgow,3579.6,Clothing,New,8,Card,Online
1374,2023-05-10,Amy,London,8710.7,Food,New,11,Card,In-person
1321,2024-05-02,Greg,Cardiff,1262.7,Furniture,Returning,16,Cash,Online
1002,2023-09-12,Lillie,Liverpool,1540.0,Clothing,New,1,Card,In-person
1981,2024-07-01,Mark,London,3800.0,Clothing,New,7,Cash,In-person
1830,2023-06-15,Ben,Liverpool,7047.3,Food,Returning,8,Cash,In-person
1757,2024-12-23,Ben,Edinburgh,7291.2,Food,Returning,17,Card,In-person
1544,2025-05-17,Mark,Cardiff,4500.7,Electronics,New,15,Card,In-person
1954,2024-01-24,Mark,Manchester,3741.1,Clothing,New,14,Card,In-person
1986,2024-11-10,Rosie,Swansea,7449.9,Electronics,New,22,Cash,In-person
1857,2025-03-23,David,Belfast,634.8,Clothing,New,13,Card,Online
1196,2024-03-19,Jack,Glasgow,165.3,Clothing,New,11,Card,Online
1477,2023-05-29,David,Swansea,7992.7,Clothing,Returning,12,Cash,Online
1115,2025-03-07,Ben,London,419.4,Food,Returning,8,Cash,In-person
1433,2024-09-23,Amy,Belfast,8409.2,Food,Returning,17,Cash,In-person
1841,2024-12-15,Kate,Cardiff,6585.7,Furniture,New,9,Cash,Online
1546,2023-04-09,Lillie,Manchester,770.2,Electronics,New,17,Card,Online
1630,2024-07-25,David,Glasgow,289.9,Clothing,Returning,7,Card,In-person
1065,2025-12-23,Amy,Liverpool,1080.5,Electronics,New,7,Cash,In-person
1535,2023-07-13,Lillie,Belfast,588.2,Furniture,New,12,Cash,Online
1730,2024-11-26,Ben,Belfast,3216.8,Electronics,New,7,Card,In-person
1216,2023-09-29,Rosie,Edinburgh,9856.3,Electronics,New,22,Cash,In-person
1051,2025-03-15,Ben,London,7104.2,Clothing,New,3,Cash,In-person
1132,2023-03-12,David,Belfast,411.2,Clothing,New,5,Card,In-person
1144,2024-03-11,Kate,Belfast,6353.6,Electronics,Returning,15,Cash,Online
1463,2024-08-27,Amy,London,8673.2,Clothing,Returning,8,Card,Online
1270,2025-04-24,Amy,Swansea,1685.1,Furniture,Returning,20,Cash,Online
1604,2024-06-08,Lillie,Belfast,411.9,Clothing,Returning,21,Cash,Online
1646,2023-02-06,Rosie,Cardiff,4830.9,Electronics,Returning,25,Card,Online
1140,2023-11-25,Greg,Edinburgh,1004.1,Food,Returning,12,Cash,Online
1828,2025-02-11,Greg,London,7696.3,Electronics,Returning,25,Card,In-person
1687,2024-11-02,Ben,Cardiff,8335.5,Food,Returning,18,Cash,Online
1171,2023-03-19,Amy,London,8111.1,Furniture,New,12,Cash,In-person
1285,2024-04-05,David,Manchester,4649.6,Electronics,New,6,Card,Online
1495,2025-06-21,Amy,Swansea,2127.3,Food,Returning,14,Cash,Online
1067,2023-07-24,Greg,Liverpool,3756.7,Food,Returning,10,Card,In-person
1844,2023-03-24,Kate,Cardiff,3434.3,Electronics,Returning,7,Cash,In-person
1901,2024-06-14,Kate,Glasgow,3392.8,Electronics,New,22,Card,In-person
1196,2023-03-09,Jack,Cardiff,7659.7,Electronics,New,5,Card,Online
1878,2023-01-07,Ben,Cardiff,8753.5,Food,Returning,3,Card,In-person
1577,2025-04-12,Ben,Edinburgh,712.2,Furniture,New,13,Cash,Online
1756,2025-01-02,Kate,Edinburgh,5991.6,Clothing,Returning,25,Cash,Online
1268,2023-09-29,Amy,Swansea,7540.1,Furniture,Returning,3,Card,Online
1148,2025-02-09,Kate,Belfast,5210.2,Electronics,New,3,Cash,Online
1023,2023-11-28,Mark,Glasgow,7951.4,Clothing,Returning,2,Cash,In-person
1211,2023-03-27,Jack,Glasgow,4400.3,Furniture,Returning,13,Card,In-person
1513,2023-06-08,Greg,Glasgow,5355.7,Food,New,24,Cash,In-person
1550,2024-07-04,Greg,Swansea,4963.4,Clothing,Returning,16,Cash,In-person
1064,2023-07-03,Rosie,Liverpool,5062.2,Electronics,New,16,Card,In-person
1628,2025-01-03,Amy,Glasgow,4322.3,Food,Returning,12,Card,Online
1741,2023-02-04,Kate,Cardiff,1749.6,Furniture,Returning,21,Card,Online
1746,2025-07-06,Greg,Manchester,9216.0,Clothing,New,24,Cash,Online
1029,2023-06-22,Lillie,Manchester,1000.8,Electronics,New,3,Card,Online
1871,2023-09-03,Amy,Edinburgh,7125.1,Electronics,New,0,Card,In-person
1265,2025-03-12,Greg,Swansea,6788.9,Food,Returning,15,Card,In-person
1205,2023-04-03,Greg,Edinburgh,3636.7,Food,New,9,Cash,Online
1136,2023-02-20,Lillie,Edinburgh,1466.3,Furniture,Returning,20,Card,Online
1762,2025-10-06,David,Glasgow,8131.9,Electronics,New,19,Cash,Online
1258,2025-06-28,Amy,Swansea,1756.2,Furniture,Returning,21,Cash,In-person
1149,2024-08-14,Greg,London,8628.8,Electronics,Returning,12,Card,In-person
1629,2025-12-30,Mark,Swansea,100.1,Electronics,New,25,Card,Online
1060,2023-09-27,Rosie,Cardiff,7827.7,Food,Returning,20,Cash,In-person
1328,2024-11-04,Greg,Belfast,9121.0,Clothing,Returning,17,Cash,In-person
1809,2024-06-04,David,London,5270.9,Furniture,Returning,15,Cash,Online
1042,2024-12-24,Rosie,Edinburgh,2052.9,Clothing,Returning,18,Cash,Online
1147,2023-07-15,Ben,Manchester,1992.0,Electronics,New,8,Cash,In-person
1291,2023-01-21,Jack,Glasgow,2202.7,Clothing,Returning,22,Cash,Online
1225,2024-11-09,Mark,Glasgow,7637.8,Clothing,New,7,Cash,Online
1740,2025-11-03,Jack,Cardiff,7567.8,Food,New,18,Cash,Online
1288,2023-05-16,Ben,Manchester,2510.1,Furniture,Returning,21,Cash,Online
1784,2024-10-22,Greg,Belfast,3297.4,Furniture,Returning,14,Cash,In-person
1269,2023-12-02,Lillie,Glasgow,8595.6,Furniture,Returning,2,Card,Online
1381,2025-09-26,Jack,Manchester,3865.3,Food,Returning,9,Cash,Online
1353,2023-10-11,Mark,Swansea,8021.7,Food,Returning,10,Card,In-person
1698,2023-12-16,Amy,Belfast,1802.0,Electronics,Returning,13,Cash,Online
1592,2023-04-12,Mark,Glasgow,1893.0,Electronics,New,18,Card,Online
1968,2023-06-18,Kate,Liverpool,4514.5,Electronics,New,16,Cash,In-person
1724,2023-12-16,Ben,Manchester,8215.7,Furniture,New,23,Cash,Online
1287,2023-10-30,Jack,Belfast,1803.9,Electronics,New,4,Card,Online
1508,2024-09-04,Jack,London,5415.7,Furniture,Returning,10,Cash,In-person
1264,2025-01-30,Kate,London,4655.2,Electronics,New,2,Card,Online
1258,2025-07-09,Kate,Edinburgh,8042.6,Clothing,New,14,Cash,In-person
1112,2025-12-14,Greg,Edinburgh,6010.2,Furniture,Returning,0,Card,In-person
1651,2023-08-05,Ben,London,726.0,Electronics,Returning,4,Card,Online
1083,2023-10-11,Jack,London,7979.2,Electronics,Returning,21,Card,In-person
1959,2023-12-24,Ben,Swansea,9440.3,Food,New,22,Cash,Online
1630,2023-06-25,Amy,Cardiff,9294.6,Clothing,Returning,13,Cash,In-person
1313,2024-11-27,Mark,Glasgow,9962.8,Food,New,18,Cash,In-person
1136,2023-09-25,Ben,London,7888.0,Food,Returning,22,Cash,Online
1130,2024-08-03,Rosie,Manchester,9103.1,Furniture,New,16,Cash,Online
1018,2024-02-20,Ben,Glasgow,775.2,Furniture,Returning,3,Card,In-person
1746,2024-02-02,Greg,Manchester,8650.3,Food,New,4,Cash,Online
1677,2023-01-21,David,Manchester,5692.5,Furniture,Returning,17,Card,In-person
1177,2025-09-23,Rosie,London,4485.4,Furniture,Returning,19,Card,Online
1708,2025-06-27,David,Liverpool,1690.9,Clothing,Returning,0,Cash,Online
1785,2025-03-12,Lillie,Swansea,6685.8,Furniture,New,14,Cash,In-person
1880,2025-07-01,Mark,Liverpool,7152.7,Food,New,11,Cash,In-person
1570,2025-07-25,Ben,Edinburgh,9960.2,Furniture,New,14,Card,In-person
1404,2025-10-09,Ben,Belfast,9208.9,Food,Returning,14,Cash,In-person
1963,2024-09-03,Greg,Edinburgh,7755.7,Clothing,New,21,Cash,Online
1570,2023-10-13,Greg,Glasgow,3450.6,Electronics,New,12,Cash,Online
1069,2025-03-25,David,Manchester,9063.5,Furniture,New,4,Card,In-person
1176,2024-08-20,Lillie,Glasgow,4310.5,Furniture,Returning,13,Card,Online
1822,2023-09-01,Mark,London,7950.2,Food,Returning,25,Card,Online
1097,2024-11-28,David,Glasgow,4021.9,Electronics,New,3,Cash,Online
1128,2023-01-08,Mark,Liverpool,8396.5,Clothing,Returning,15,Cash,In-person
1261,2024-02-25,David,London,7881.2,Food,New,14,Cash,In-person
1647,2024-08-29,Jack,Belfast,6103.6,Furniture,New,0,Card,Online
1883,2025-01-19,Rosie,Swansea,5077.9,Food,Returning,12,Cash,In-person
1063,2025-04-22,Rosie,Edinburgh,6861.3,Furniture,Returning,1,Card,In-person
1674,2024-07-07,Greg,Edinburgh,2190.6,Electronics,Returning,8,Card,Online
1635,2023-02-08,Jack,Glasgow,2041.1,Food,New,23,Card,Online
1141,2025-04-13,Amy,Edinburgh,5990.3,Clothing,Returning,3,Card,In-person
1538,2023-08-10,Rosie,London,5645.3,Clothing,Returning,12,Card,Online
1627,2023-01-30,Jack,Belfast,6787.1,Food,New,2,Cash,In-person
1014,2023-12-12,Jack,Cardiff,6989.8,Food,Returning,7,Cash,Online
1574,2025-09-29,Rosie,Cardiff,4577.0,Furniture,New,14,Cash,In-person
1532,2024-01-11,Amy,Edinburgh,4823.9,Clothing,Returning,0,Cash,In-person
1858,2025-10-13,Rosie,Manchester,9384.2,Electronics,New,15,Card,Online
1629,2023-09-03,Kate,Swansea,1431.0,Furniture,Returning,3,Card,Online
1274,2023-03-22,Amy,Edinburgh,595.1,Electronics,Returning,18,Card,Online
1898,2024-03-19,Jack,Manchester,6730.1,Electronics,Returning,12,Card,In-person
1787,2024-05-30,Amy,Manchester,262.8,Furniture,New,15,Cash,In-person
1094,2025-05-19,David,Edinburgh,7045.5,Clothing,New,12,Cash,Online
1120,2025-12-08,David,Liverpool,5092.0,Food,New,17,Card,Online
1727,2023-11-28,Ben,Manchester,5543.3,Clothing,Returning,16,Cash,In-person
1642,2023-03-22,David,Belfast,1050.2,Furniture,New,7,Card,Online
1514,2025-01-06,David,Cardiff,3510.5,Food,Returning,21,Card,In-person
1924,2023-11-29,Amy,London,5944.7,Clothing,Returning,8,Cash,Online
1625,2023-04-23,Mark,Edinburgh,6965.2,Clothing,Returning,23,Cash,In-person
1853,2025-10-11,Greg,Belfast,5688.2,Furniture,New,16,Card,In-person
1685,2023-01-16,Greg,Liverpool,995.0,Furniture,Returning,5,Cash,In-person
1617,2025-08-12,Rosie,Liverpool,2983.2,Furniture,Returning,4,Cash,In-person
1539,2024-02-01,Kate,Belfast,9676.7,Furniture,Returning,19,Card,In-person
1808,2024-12-15,Kate,Edinburgh,9456.9,Food,Returning,16,Cash,In-person
1609,2023-04-03,Amy,Manchester,404.7,Furniture,New,0,Card,Online
1746,2023-11-10,Greg,Edinburgh,5559.1,Clothing,Returning,19,Cash,Online
1236,2025-08-07,Lillie,Belfast,7539.7,Food,New,2,Card,In-person
1915,2024-09-22,Rosie,Edinburgh,594.6,Electronics,New,20,Cash,Online
1094,2023-03-22,Jack,Manchester,4668.8,Clothing,Returning,3,Cash,In-person
1451,2024-06-22,Amy,Glasgow,561.2,Furniture,Returning,1,Card,In-person
1357,2024-09-09,Rosie,Glasgow,9104.2,Furniture,New,7,Card,Online
1020,2025-03-12,Kate,Belfast,4339.6,Food,Returning,3,Cash,In-person
1946,2023-01-06,Rosie,Cardiff,9882.0,Food,Returning,13,Cash,Online
1077,2025-02-18,Mark,Liverpool,1969.1,Food,New,17,Cash,In-person
1315,2025-01-05,Kate,Swansea,4388.1,Food,New,14,Cash,In-person
1305,2025-03-27,Mark,London,9468.9,Furniture,New,4,Card,Online
1020,2024-08-15,Amy,Edinburgh,9148.1,Furniture,New,7,Card,In-person
1353,2023-05-09,Lillie,Liverpool,8682.2,Electronics,New,15,Cash,In-person
1787,2025-08-02,Mark,Glasgow,2666.8,Electronics,Returning,4,Cash,In-person
1563,2025-01-16,Kate,Edinburgh,1777.4,Electronics,Returning,14,Card,Online
1728,2025-01-14,Lillie,Swansea,3483.5,Clothing,New,8,Cash,Online
1067,2025-11-27,Jack,Manchester,2324.9,Food,New,0,Card,In-person
1016,2025-04-03,Ben,Edinburgh,3633.4,Food,New,21,Cash,Online
1474,2024-07-15,Kate,Glasgow,8145.8,Food,New,12,Card,In-person
1812,2023-02-04,Kate,Edinburgh,5739.4,Electronics,Returning,18,Cash,Online
1855,2023-02-11,David,Glasgow,1651.9,Clothing,New,18,Card,Online
1662,2023-11-08,Jack,Glasgow,1176.4,Electronics,New,12,Cash,Online
1334,2024-07-09,Mark,Edinburgh,5076.0,Clothing,Returning,12,Cash,In-person
1911,2025-09-20,Greg,Belfast,8551.3,Furniture,New,11,Card,In-person
1266,2025-05-17,Rosie,Belfast,5925.2,Electronics,New,1,Card,Online
1770,2025-04-15,Kate,London,4554.3,Clothing,Returning,5,Card,In-person
1306,2025-04-26,Rosie,Liverpool,3078.5,Electronics,Returning,14,Cash,Online
1282,2025-04-27,Mark,Belfast,2638.3,Clothing,Returning,4,Cash,Online
1947,2024-03-21,Ben,Glasgow,9729.1,Electronics,Returning,18,Cash,Online
1110,2023-02-19,Jack,Manchester,9688.8,Food,Returning,0,Cash,In-person
1520,2023-04-03,Greg,Glasgow,5209.6,Clothing,New,4,Cash,In-person
1580,2025-12-04,David,Edinburgh,6675.8,Electronics,Returning,17,Cash,Online
1849,2024-04-30,David,Manchester,1229.0,Electronics,Returning,9,Cash,In-person
1855,2023-12-12,Mark,Glasgow,5398.0,Furniture,Returning,11,Cash,In-person
1060,2023-02-07,Jack,Manchester,4579.1,Clothing,New,20,Cash,Online
1888,2023-04-14,Lillie,Swansea,7915.0,Electronics,Returning,19,Card,Online
1254,2024-04-19,David,Manchester,8552.9,Clothing,Returning,22,Cash,In-person
1752,2025-04-02,Jack,Belfast,9861.6,Furniture,New,13,Card,In-person
1928,2023-02-26,Jack,Cardiff,7826.9,Electronics,New,4,Card,Online
1776,2023-06-23,Greg,Belfast,7796.6,Furniture,Returning,24,Cash,Online
1907,2025-07-14,Kate,Glasgow,1376.6,Furniture,Returning,13,Cash,In-person
1412,2025-12-14,Jack,Cardiff,5106.6,Electronics,New,1,Card,In-person
1345,2023-11-11,Greg,Glasgow,2785.4,Clothing,Returning,16,Card,In-person
1960,2023-11-10,Kate,Edinburgh,6192.5,Clothing,Returning,6,Cash,In-person
1650,2023-11-10,Greg,Cardiff,8244.6,Electronics,Returning,5,Card,In-person
1031,2024-05-30,Rosie,Liverpool,7152.7,Furniture,New,19,Card,Online
1973,2023-09-25,Lillie,London,5517.7,Clothing,Returning,25,Card,In-person
1877,2025-03-13,Kate,Swansea,9844.9,Food,Returning,24,Card,In-person
1417,2023-02-07,Ben,Glasgow,6230.1,Clothing,Returning,11,Card,Online
1211,2024-02-19,Lillie,London,8631.1,Furniture,Returning,23,Cash,Online
1360,2025-07-01,Ben,Glasgow,1418.0,Furniture,New,20,Card,In-person
1970,2025-09-09,Jack,Edinburgh,1411.9,Clothing,Returning,4,Cash,Online
1283,2024-10-31,Amy,London,2794.4,Furniture,Returning,21,Cash,Online
1062,2025-12-18,Amy,Belfast,356.5,Clothing,Returning,25,Card,In-person
1031,2024-12-03,Ben,Swansea,9525.0,Electronics,New,21,Cash,Online
1316,2024-09-20,Lillie,Swansea,6946.4,Clothing,New,23,Card,Online
1580,2023-02-12,Rosie,London,2057.1,Furniture,Returning,18,Cash,In-person
1428,2023-06-16,Jack,London,3993.0,Electronics,New,3,Cash,In-person
1439,2024-06-17,Ben,Manchester,1636.3,Food,Returning,11,Cash,Online
1896,2023-08-02,Rosie,Liverpool,2863.7,Food,New,10,Cash,Online
1864,2024-03-30,David,Swansea,4741.1,Clothing,New,2,Card,In-person
1136,2023-07-27,Lillie,Swansea,3012.9,Electronics,New,6,Card,Online
1655,2025-05-07,Ben,Swansea,2938.8,Food,New,14,Cash,In-person
1986,2024-01-12,Greg,Manchester,6582.0,Electronics,New,18,Card,In-person
1491,2024-05-07,David,Edinburgh,5761.4,Electronics,Returning,14,Cash,Online
1079,2023-04-03,Rosie,London,9249.2,Clothing,Returning,3,Card,Online
1831,2024-07-08,Greg,Belfast,7428.5,Food,New,19,Cash,In-person
1798,2025-02-15,Kate,Swansea,1246.7,Clothing,Returning,14,Card,Online
1019,2025-01-04,Rosie,Cardiff,2750.4,Furniture,Returning,2,Card,In-person
1432,2024-10-02,Kate,Liverpool,3275.5,Food,New,4,Card,In-person
1267,2024-02-02,David,Manchester,5487.0,Clothing,Returning,0,Card,Online
1191,2024-12-30,Mark,Glasgow,737.6,Electronics,Returning,10,Card,In-person
1461,2024-06-21,Ben,Edinburgh,2467.5,Electronics,New,2,Card,In-person
1050,2025-10-16,Amy,Belfast,2096.5,Clothing,Returning,15,Card,In-person
1728,2025-11-22,Jack,Glasgow,9836.4,Clothing,Returning,13,Cash,Online
1752,2023-09-10,Lillie,Manchester,8501.1,Furniture,New,10,Card,In-person
1822,2025-10-22,Kate,Cardiff,3073.9,Food,New,8,Card,In-person
1167,2024-02-08,Mark,Belfast,8948.4,Clothing,New,8,Card,Online
1145,2025-01-19,Ben,Belfast,5377.1,Clothing,Returning,10,Card,Online
1339,2023-05-28,Greg,Manchester,2886.5,Food,New,2,Card,In-person
1491,2023-04-19,Ben,Swansea,5866.6,Furniture,New,6,Cash,In-person
1124,2023-03-04,Rosie,Swansea,4743.2,Electronics,New,6,Cash,In-person
1188,2025-07-08,David,Belfast,7769.8,Furniture,New,12,Card,In-person
1792,2025-01-15,Mark,Swansea,1924.1,Furniture,Returning,19,Cash,Online
1793,2025-02-18,Amy,Glasgow,8856.8,Furniture,Returning,6,Card,In-person
1303,2023-03-19,David,Belfast,7698.3,Food,New,13,Card,Online
1055,2025-09-08,Ben,London,198.2,Electronics,Returning,6,Card,In-person
1996,2025-11-26,Rosie,London,5947.3,Clothing,Returning,2,Card,Online
1641,2024-07-30,Greg,Cardiff,9927.5,Furniture,Returning,4,Cash,Online
1221,2025-06-24,Amy,Cardiff,631.1,Electronics,Returning,10,Card,In-person
1878,2025-05-03,Rosie,Belfast,6059.7,Clothing,Returning,13,Cash,In-person
1807,2024-06-08,Greg,Liverpool,1889.2,Furniture,New,12,Cash,In-person
1621,2024-12-08,Rosie,Belfast,5385.9,Furniture,Returning,2,Card,Online
1222,2024-07-19,Amy,Manchester,7461.6,Furniture,Returning,25,Cash,In-person
1265,2024-05-16,David,Liverpool,9504.4,Furniture,New,6,Cash,In-person
1572,2024-11-02,Rosie,London,5297.4,Furniture,New,9,Cash,In-person
1691,2024-10-07,David,Glasgow,6608.7,Food,New,7,Cash,In-person
1480,2025-05-26,Ben,London,8944.7,Furniture,New,7,Card,Online
1864,2024-10-06,Jack,Edinburgh,5927.0,Furniture,Returning,12,Card,In-person
1160,2024-09-08,Rosie,Manchester,8202.6,Furniture,Returning,24,Card,In-person
1447,2023-01-08,Amy,Manchester,9972.8,Furniture,New,18,Card,Online
1517,2023-02-17,Lillie,Swansea,998.4,Food,New,1,Card,In-person
1581,2025-11-08,Greg,Cardiff,8495.6,Electronics,New,10,Cash,In-person
1213,2024-08-27,Kate,Edinburgh,6693.1,Furniture,Returning,6,Cash,Online
1733,2025-11-26,Kate,Belfast,9238.5,Food,New,18,Cash,Online
1472,2025-02-03,Kate,Glasgow,9203.7,Electronics,New,2,Card,In-person
1335,2024-04-24,David,Edinburgh,7458.6,Furniture,New,2,Cash,In-person
1340,2024-02-20,Kate,Manchester,9770.2,Clothing,New,12,Cash,Online
1979,2024-09-24,Amy,Swansea,2996.7,Clothing,New,15,Card,In-person
1710,2023-01-23,Mark,Swansea,227.1,Food,New,16,Card,Online
1038,2024-01-29,Rosie,Cardiff,131.8,Furniture,New,6,Cash,Online
1473,2025-10-05,Rosie,Glasgow,5228.6,Food,New,18,Card,Online
1919,2023-07-29,Greg,Glasgow,7344.1,Clothing,Returning,12,Card,In-person
1160,2023-03-28,David,Belfast,6909.8,Food,Returning,0,Cash,In-person
1932,2023-06-12,Amy,Edinburgh,9677.6,Electronics,New,18,Cash,In-person
