YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2021,2021,MS,Mississippi,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,304.0,304.0,,,,,Age,Age 45-64,,,,,POINT (-89.53803082499968 32.745510099000455),28,ALC,ALC09,,NMBR,AGE,AGE4564,,,,
2021,2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1982.0,1982.0,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),28,CVD,CVD07,,NMBR,OVERALL,OVR,,,,
2021,2021,MT,Montana,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,299.0,299.0,,,,,Sex,Female,,,,,POINT (-109.42442064499971 47.06652897200047),30,COPD,COPD05,,NMBR,SEX,SEXF,,,,
2021,2021,MT,Montana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,182.0,182.0,,,,,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2021,2021,NE,Nebraska,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,308.0,308.0,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),31,ALC,ALC09,,NMBR,OVERALL,OVR,,,,
2021,2021,NM,New Mexico,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,240.0,240.0,,,,,Age,Age >=65,,,,,POINT (-106.24058098499967 34.52088095200048),35,ALC,ALC09,,NMBR,AGE,AGE65P,,,,
2021,2021,NC,North Carolina,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,188.0,188.0,,,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,CVD,CVD09,,NMBR,RACE,ASN,,,,
2021,2021,SD,South Dakota,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,189.3,189.3,,,180.3,198.3,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),46,CVD,CVD09,,CRDRATE,OVERALL,OVR,,,,
2021,2021,TN,Tennessee,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,8142.0,8142.0,,,,,Age,Age >=65,,,,,POINT (-85.77449091399967 35.68094058000048),47,COPD,COPD06,,NMBR,AGE,AGE65P,,,,
2021,2021,TN,Tennessee,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,7356.0,7356.0,,,,,Sex,Male,,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD06,,NMBR,SEX,SEXM,,,,
2021,2021,TN,Tennessee,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,8129.0,8129.0,,,,,Age,Age >=65,,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD08,,NMBR,AGE,AGE65P,,,,
2021,2021,TX,Texas,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,16921.0,16921.0,,,,,Sex,Male,,,,,POINT (-99.42677020599967 31.827240407000488),48,CVD,CVD08,,NMBR,SEX,SEXM,,,,
2021,2021,TX,Texas,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,9567.0,9567.0,,,,,Age,Age 45-64,,,,,POINT (-99.42677020599967 31.827240407000488),48,DIA,DIA03,,NMBR,AGE,AGE4564,,,,
2021,2021,VT,Vermont,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,2111.0,2111.0,,,,,Sex,Male,,,,,POINT (-72.51764079099962 43.62538123900049),50,COPD,COPD03,,NMBR,SEX,SEXM,,,,
2021,2021,VT,Vermont,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,146.0,146.0,,,,,Age,Age 45-64,,,,,POINT (-72.51764079099962 43.62538123900049),50,COPD,COPD06,,NMBR,AGE,AGE4564,,,,
2021,2021,VT,Vermont,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,926.0,926.0,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),50,DIA,DIA03,,NMBR,OVERALL,OVR,,,,
2021,2021,WA,Washington,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,12789.0,12789.0,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD09,,NMBR,OVERALL,OVR,,,,
2021,2021,WV,West Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,4323.0,4323.0,,,,,Age,Age >=65,,,,,POINT (-80.71264013499967 38.66551020200046),54,CVD,CVD09,,NMBR,AGE,AGE65P,,,,
2021,2021,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1124.0,1124.0,,,,,Sex,Male,,,,,POINT (-89.81637074199966 44.39319117400049),55,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2019,2019,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,190.4,190.4,,,184.3,196.5,Sex,Male,,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,CRDRATE,SEX,SEXM,,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,548.3,548.3,,,543.3,553.4,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,3431.0,3431.0,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,NMBR,RACE,API,,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,139.9,139.9,,,138.2,141.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2016,2020,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,11119.0,11119.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,,NMBR,RACE,WHT,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,20711.0,20711.0,,,,,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,KY,Kentucky,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,226.6,226.6,,,223.9,229.4,Sex,Male,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN08,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,161.3,161.3,,,158.2,164.5,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,158.3,158.3,,,156.2,160.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,400.4,400.4,,,397.2,403.5,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,30165.0,30165.0,,,,,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,191.5,191.5,,,185.1,198.2,Race/Ethnicity,Hispanic,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN07,,CRDRATE,RACE,HIS,,,,
2016,2020,MT,Montana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,426.4,426.4,,,419.1,433.7,Sex,Female,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2016,2020,ID,Idaho,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,486.1,486.1,,,479.9,492.4,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,526.5,526.5,,,521.6,531.4,Sex,Male,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,450.8,450.8,,,449.5,452.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN07,,AGEADJRATE,RACE,WHT,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,371.3,371.3,,,355.2,388.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,164.7,164.7,,,161.1,168.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN08,,AGEADJRATE,RACE,WHT,,,,
2016,2020,NE,Nebraska,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,252.0,252.0,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,571.0,571.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN05,,NMBR,RACE,WHT,,,,
2015,2019,NM,New Mexico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,1222.0,1222.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN08,,NMBR,RACE,HIS,,,,
2015,2019,AR,Arkansas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,497.1,497.1,,,458.5,538.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,168.7,168.7,,,165.4,172.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,380.0,380.0,,,,,Sex,Female,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN01,,NMBR,SEX,SEXF,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,427.2,427.2,,,425.7,428.8,Sex,Female,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,421.0,421.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN01,,NMBR,RACE,WHT,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,521.3,521.3,,,515.3,527.3,Sex,Male,,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,477.2,477.2,,,474.7,479.8,Sex,Male,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,332.5,332.5,,,323.2,341.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN07,,CRDRATE,RACE,BLK,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,406.3,406.3,,,403.1,409.6,Sex,Female,,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,11327.0,11327.0,,,,,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN07,,NMBR,SEX,SEXF,,,,
2015,2019,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,549.8,549.8,,,546.9,552.6,Sex,Male,,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,194.5,194.5,,,188.2,201.0,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,5628.0,5628.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN08,,NMBR,RACE,WHT,,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,556.5,556.5,,,554.7,558.3,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN07,,CRDRATE,OVERALL,OVR,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,448.4,448.4,,,439.1,458.0,Sex,Female,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,147.1,147.1,,,113.1,187.0,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,7674.0,7674.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN04,,NMBR,RACE,WHT,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,522.3,522.3,,,518.6,526.0,Sex,Male,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,144.7,144.7,,,141.1,148.3,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,IL,Illinois,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,1242.0,1242.0,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN08,,NMBR,RACE,HIS,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,207.6,207.6,,,193.6,222.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN08,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,386.8,386.8,,,383.8,389.8,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,160.2,160.2,,,159.3,161.0,Overall,Overall,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN08,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,178.6,178.6,,,178.0,179.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2015,2019,OH,Ohio,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,Number,Number,1892.0,1892.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN01,,NMBR,RACE,WHT,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,466.6,466.6,,,465.4,467.7,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,NM,New Mexico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,372.7,372.7,,,369.3,376.2,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,MA,Massachusetts,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,415.7,415.7,,,407.3,424.1,Race/Ethnicity,Hispanic,,,,,POINT (-72.08269067499964 42.27687047000046),25,CAN,CAN07,,AGEADJRATE,RACE,HIS,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,24623.0,24623.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN08,,NMBR,RACE,WHT,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,140.8,140.8,,,137.5,144.1,Sex,Female,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN08,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,661.9,661.9,,,656.5,667.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN07,,CRDRATE,RACE,WHT,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,491.7,491.7,,,488.4,495.0,Sex,Male,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2015,2019,RI,Rhode Island,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,5659.0,5659.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,CAN,CAN07,,NMBR,RACE,WHT,,,,
2016,2020,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,646.0,646.0,,,643.0,649.0,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN07,,CRDRATE,RACE,WHT,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,136.3,136.3,,,131.1,141.7,Sex,Female,,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,AGEADJRATE,SEX,SEXF,,,,
